customer_id,signup_date,risk_tier,credit_score,email,phone,state,income_bracket
CUST_01051,2021-07-22,medium,587,mitchell15@example.net,(362)838-9166x26624,TX,high
CUST_01052,2022-01-14,low,742,mark69@example.org,(277)819-3169,NY,low
CUST_01053,2019-02-15,medium,688,jessicalarson@example.net,(302)228-5954x354,MT,middle
CUST_01054,2022-09-18,low,687,kimjennifer@example.org,+1-354-366-5612x828,CT,middle
CUST_01055,2022-02-02,low,738,wzuniga@example.com,(447)939-7396,VT,low
CUST_01056,2022-11-14,low,764,brandon49@example.net,782-662-1350,MS,middle
CUST_01057,2020-04-21,low,815,juliabarnes@example.com,478.654.7736,WV,low
CUST_01058,2019-02-28,low,689,juliewalker@example.net,+1-288-601-2616,FL,middle
CUST_01059,2019-01-16,low,807,lauramyers@example.com,955-488-3647x695,OK,middle
CUST_01060,2019-01-19,medium,526,ygarcia@example.org,753.728.3580x190,MO,middle
CUST_01061,2019-07-20,medium,528,travistaylor@example.org,4355642056,MD,middle
CUST_01062,2019-09-17,low,767,bensonmelanie@example.org,630.375.8673,NH,high
CUST_01063,2021-08-03,medium,622,belindahernandez@example.com,+1-480-234-8263x7564,MT,high
CUST_01064,2019-01-06,low,787,omcconnell@example.org,+1-384-452-5615x0999,WV,low
CUST_01065,2020-01-10,medium,585,hartchristopher@example.com,(345)638-3839x2110,CO,low
CUST_01066,2021-11-10,low,739,deanna87@example.net,450-876-2206x3084,VA,low
CUST_01067,2021-11-10,medium,694,xclark@example.net,+1-737-964-7014x37533,WI,middle
CUST_01068,2020-08-13,medium,675,victorvelasquez@example.org,+1-964-702-0483x78333,DE,high
CUST_01069,2021-04-26,medium,797,kimberlynelson@example.net,735-525-7661,UT,middle
CUST_01070,2021-07-17,medium,654,crystal89@example.net,312-427-3803x83583,VA,high
CUST_01071,2022-02-06,low,810,ylane@example.org,(983)771-3764,MT,low
CUST_01072,2021-02-04,medium,609,joeljackson@example.org,318.627.5513,GA,low
CUST_01073,2019-12-14,low,762,jasmine30@example.net,(504)817-5107x599,NV,low
CUST_01074,2020-06-29,low,737,castillosamantha@example.org,(683)471-3752,MI,middle
CUST_01075,2019-10-13,low,692,johnsmith@example.net,001-585-577-4842x3651,IA,middle
CUST_01076,2020-02-11,low,744,stanley55@example.net,+1-838-335-9767,NY,middle
CUST_01077,2019-09-05,medium,521,kinggregory@example.com,001-696-626-9070x48290,NE,middle
CUST_01078,2022-12-17,low,776,eric89@example.net,640.791.2319,NV,middle
CUST_01079,2020-10-11,low,761,marcprince@example.net,(990)448-5289,NC,low
CUST_01080,2020-06-12,high,577,francolinda@example.net,8272213602,PA,middle
CUST_01081,2020-05-25,low,753,jeff72@example.org,793.779.4531x124,CA,high
CUST_01082,2020-07-27,low,739,greenmichael@example.com,+1-967-303-0168,LA,middle
CUST_01083,2019-11-08,low,763,owebster@example.net,304-564-4447x948,AL,middle
CUST_01084,2019-11-28,low,663,xhale@example.net,001-958-692-2972x33748,SD,low
CUST_01085,2020-03-28,medium,648,david60@example.net,272-276-2158,NE,middle
CUST_01086,2021-09-22,medium,505,sherryhall@example.com,4357754580,ME,middle
CUST_01087,2022-05-05,low,724,floresbrian@example.net,+1-450-439-4255x958,PA,middle
CUST_01088,2021-12-07,low,694,carrie33@example.com,3763482505,KS,high
CUST_01089,2020-12-17,medium,573,laurahansen@example.com,334-484-5391x356,SD,middle
CUST_01090,2022-09-29,high,591,grayruth@example.net,255-878-0501,HI,middle
CUST_01091,2021-10-28,medium,589,hjefferson@example.com,001-386-667-5909x421,CO,middle
CUST_01092,2022-09-02,low,696,gonzalezchristopher@example.org,434-578-1473x96966,MS,middle
CUST_01093,2022-02-04,low,686,bpatterson@example.org,261.368.7049x98903,PA,middle
CUST_01094,2019-08-11,low,770,harrisscott@example.com,+1-349-271-7730,AK,middle
CUST_01095,2021-01-19,low,841,crystalgarcia@example.org,327.811.0216,MS,middle
CUST_01096,2020-05-12,low,800,wendy01@example.com,733-755-9852x50038,ID,low
CUST_01097,2019-05-05,low,730,bradley62@example.net,307.353.2805x51627,CO,middle
CUST_01098,2021-03-06,low,810,beth32@example.org,+1-499-398-3683x17592,VT,low
CUST_01099,2020-04-07,low,793,diazduane@example.com,977.953.5375x71253,HI,high
CUST_01100,2021-06-25,low,758,aaronstewart@example.org,6844920840,AZ,middle
CUST_01101,2022-11-19,low,779,derek07@example.com,+1-399-626-6918x150,IN,high
CUST_01102,2019-03-31,low,689,steven27@example.org,937.409.5180,LA,middle
CUST_01103,2021-11-28,low,755,gritter@example.com,299.678.8469x3350,TX,middle
CUST_01104,2021-08-20,low,759,smithchristopher@example.org,676-788-8189x945,SC,low
CUST_01105,2020-05-16,medium,544,jjohnson@example.com,+1-400-387-2386x490,FL,low
CUST_01106,2022-05-26,low,741,lopezmonica@example.org,8372190322,FL,middle
CUST_01107,2020-08-31,medium,556,zmeyer@example.net,(346)574-9637,NH,middle
CUST_01108,2020-04-18,low,768,mreyes@example.org,252.939.8190x844,VA,low
CUST_01109,2020-04-20,low,748,richardpatterson@example.org,(737)899-6070x45562,GA,middle
CUST_01110,2022-08-27,medium,764,doughertymichelle@example.com,001-920-457-6458,VA,low
CUST_01111,2020-09-02,low,850,raysteven@example.net,232.826.1591x8750,AR,middle
CUST_01112,2021-03-07,medium,666,melissa15@example.net,001-678-475-7662x16902,MI,middle
CUST_01113,2021-12-18,low,786,ajohnson@example.com,231-289-3023,DE,middle
CUST_01114,2021-10-18,low,723,clittle@example.com,(842)331-7878x42038,CA,middle
CUST_01115,2021-02-28,medium,680,langkimberly@example.org,001-934-439-1023x0044,UT,low
CUST_01116,2020-06-26,low,793,martinezwilliam@example.org,(384)701-6066,SC,middle
CUST_01117,2020-01-18,low,680,abbottbethany@example.com,5428381463,SD,middle
CUST_01118,2021-11-17,low,733,danielharrell@example.net,(404)399-5313,ME,low
CUST_01119,2021-03-12,low,710,thall@example.net,740.978.2756,RI,middle
CUST_01120,2019-11-13,medium,569,jeffreyallen@example.com,+1-796-649-9599x28211,UT,low
CUST_01121,2021-09-06,low,783,schwartzdavid@example.com,535.401.7602x283,LA,middle
CUST_01122,2020-04-22,medium,696,austinbailey@example.net,567.253.4051,WA,middle
CUST_01123,2022-06-20,low,751,christian27@example.com,714.732.4634x0561,SC,middle
CUST_01124,2019-06-11,medium,622,kurt72@example.org,682-694-8732x94994,CO,middle
CUST_01125,2021-06-01,low,753,thomasjenny@example.com,558-350-4512x1033,VA,low
CUST_01126,2020-04-09,low,726,castillolance@example.com,886.855.4043x37909,MT,middle
CUST_01127,2020-09-11,low,728,cheyenne34@example.org,(902)699-4742x32814,TN,middle
CUST_01128,2019-05-12,low,773,douglas24@example.com,626-645-9490x52213,AR,middle
CUST_01129,2022-01-14,low,733,destes@example.org,(662)223-7957x5352,GA,low
CUST_01130,2019-10-15,low,738,herreradawn@example.net,001-514-349-0235x7354,MN,middle
CUST_01131,2022-11-11,low,723,rebeccasingleton@example.org,333-806-1636,OH,middle
CUST_01132,2021-04-04,medium,727,nvazquez@example.com,+1-546-399-7993x92688,VT,middle
CUST_01133,2022-07-21,low,753,mariebray@example.com,(648)643-0964x3259,MS,middle
CUST_01134,2021-03-08,low,788,michaelhines@example.org,(326)593-6603x30836,NH,middle
CUST_01135,2021-05-21,high,600,shawngriffin@example.com,8719002497,TX,middle
CUST_01136,2019-03-08,medium,600,hughesanita@example.org,+1-273-710-9074x82122,TN,low
CUST_01137,2020-09-28,low,640,lawrencewillis@example.com,879.325.1194x57350,CA,low
CUST_01138,2020-06-09,low,850,thorntonjohn@example.net,+1-380-317-2870x038,WY,high
CUST_01139,2022-01-12,low,747,samantha93@example.com,(700)208-1989x6335,GA,low
CUST_01140,2021-12-25,low,664,markgraves@example.org,971-796-7597,UT,high
CUST_01141,2019-10-11,low,691,stokesdiamond@example.com,294-878-3838x6011,PA,middle
CUST_01142,2019-02-06,medium,616,christopher31@example.net,(458)646-9016x175,GA,middle
CUST_01143,2019-05-12,medium,692,brandon14@example.org,001-480-289-0587x61825,OK,low
CUST_01144,2021-07-12,low,745,tracy43@example.org,934.595.8578x731,DE,high
CUST_01145,2019-11-27,medium,674,sototyler@example.net,330.562.3119,OH,high
CUST_01146,2019-10-27,low,756,jocelynwilliams@example.net,(250)652-0262x8508,NC,low
CUST_01147,2019-03-17,low,773,laura00@example.org,+1-201-573-3023x370,SC,low
CUST_01148,2019-12-16,low,728,mhanna@example.com,8146264690,CO,middle
CUST_01149,2019-04-10,low,691,qwall@example.com,520.300.1797x7730,MI,high
CUST_01150,2019-02-13,low,771,paula72@example.com,(473)396-2021x59852,OH,high
CUST_01151,2022-07-14,low,738,frymichael@example.net,974.882.5880,RI,low
CUST_01152,2022-06-27,low,655,jesseroberts@example.net,(241)498-1506x7549,WY,high
CUST_01153,2021-11-21,medium,626,mcarlson@example.org,+1-449-839-2256x7761,DE,low
CUST_01154,2022-10-02,low,811,chase67@example.org,373-234-5642x67863,HI,high
CUST_01155,2019-07-08,medium,532,cwalker@example.net,663-579-4897x925,HI,low
CUST_01156,2022-09-25,low,687,shane92@example.com,+1-976-322-9488x223,FL,low
CUST_01157,2021-11-28,low,842,reyesscott@example.com,(756)924-3474x63989,WY,middle
CUST_01158,2022-07-19,low,699,edwardsrachel@example.org,542.617.5044x7375,VT,low
CUST_01159,2021-02-14,medium,567,ufitzpatrick@example.com,8476579350,ND,high
CUST_01160,2019-01-22,low,660,hannahwoods@example.net,001-907-821-7848,OH,middle
CUST_01161,2020-11-30,medium,737,meganhernandez@example.org,6693369969,NV,high
CUST_01162,2019-01-28,medium,603,boydjoseph@example.org,838.843.5415x946,AR,high
CUST_01163,2019-09-02,high,622,wilkersonmarie@example.org,(939)586-2621,IL,middle
CUST_01164,2019-06-09,medium,562,cassandra05@example.org,347-260-3852,MO,middle
CUST_01165,2022-05-21,low,759,ggonzalez@example.org,938.220.7510x4413,IA,middle
CUST_01166,2019-11-27,high,759,zanderson@example.net,301.625.2349,MT,high
CUST_01167,2022-10-04,low,816,bmcintyre@example.net,+1-932-726-8679x162,CA,low
CUST_01168,2022-04-09,medium,483,hartmario@example.org,246-637-2489x297,GA,low
CUST_01169,2021-11-13,low,731,tamara13@example.com,316-353-5755x62157,OK,middle
CUST_01170,2021-11-18,medium,700,cuevaschad@example.com,738.695.6107,FL,middle
CUST_01171,2021-11-19,medium,692,sanchezmark@example.com,(620)210-4562x17515,MS,middle
CUST_01172,2019-03-03,low,762,megan89@example.com,(410)217-6655x993,MD,middle
CUST_01173,2022-05-21,low,586,rhodesjason@example.com,+1-583-281-2769,NC,low
CUST_01174,2022-04-02,medium,600,morgandavid@example.com,+1-798-533-8175x779,TN,low
CUST_01175,2021-01-23,low,714,gsmith@example.org,743.893.7063,PA,high
CUST_01176,2020-03-13,medium,608,heather47@example.org,001-548-390-5019x9319,ID,middle
CUST_01177,2019-06-05,high,453,hoodwendy@example.com,608-725-7503,NJ,middle
CUST_01178,2019-04-19,medium,681,victoriacolon@example.net,9625662442,NY,middle
CUST_01179,2020-01-17,low,719,hubbardmegan@example.org,001-912-829-3634x50699,MT,high
CUST_01180,2019-02-16,low,797,scott74@example.com,001-560-378-2431x34121,OK,low
CUST_01181,2019-11-03,medium,646,kwaters@example.com,738-609-6929x9321,OR,middle
CUST_01182,2022-04-29,medium,765,debraschultz@example.net,9304893013,KS,low
CUST_01183,2021-05-27,low,773,xbell@example.net,675.527.5553,IN,low
CUST_01184,2021-08-14,high,377,lwheeler@example.com,001-218-807-4256,CA,low
CUST_01185,2020-01-12,high,588,serranochristopher@example.com,001-897-577-0855,NY,high
CUST_01186,2021-12-20,low,737,scottdavis@example.org,(571)701-9187x4816,AR,middle
CUST_01187,2019-12-29,low,726,donaldpearson@example.com,(735)685-5422,IN,low
CUST_01188,2021-06-18,low,831,alejandraorozco@example.com,+1-285-430-1951x35405,SD,high
CUST_01189,2022-04-02,medium,539,burkejenna@example.org,3974762591,NV,high
CUST_01190,2020-04-30,medium,704,brownjennifer@example.com,(604)255-1707x4054,MN,low
CUST_01191,2022-07-12,high,428,john58@example.com,655.977.8599,IL,middle
CUST_01192,2022-06-19,low,834,misty24@example.com,(378)538-8456,DE,high
CUST_01193,2022-11-26,low,703,arnoldkenneth@example.com,001-502-981-1983,GA,high
CUST_01194,2022-04-10,low,792,samantha49@example.org,420-414-7521x84660,NV,low
CUST_01195,2020-10-20,medium,601,yleonard@example.net,(881)668-7834,KS,low
CUST_01196,2022-11-10,medium,559,stevengoodwin@example.net,001-309-904-8067x538,GA,high
CUST_01197,2019-11-15,medium,625,hoodamanda@example.com,(925)579-4529x2704,OK,low
CUST_01198,2020-01-30,medium,554,jessicathomas@example.org,(708)379-5919x6810,MA,low
CUST_01199,2020-04-13,high,709,hornsara@example.net,222.807.1088x59397,NJ,low
CUST_01200,2020-08-14,low,832,kennedyjoseph@example.org,(884)692-5040x13135,TN,low
CUST_01201,2022-04-23,high,343,lindseyparker@example.net,633-250-8912,RI,low
CUST_01202,2019-01-05,low,701,yusamantha@example.org,001-565-635-8331x2920,IN,middle
CUST_01203,2022-10-02,low,687,todd95@example.org,983-265-2367x61048,NY,middle
CUST_01204,2020-12-16,low,792,scott41@example.org,440-347-6900,WA,high
CUST_01205,2021-10-29,medium,740,kellycoleman@example.org,+1-975-309-4407x35470,AR,middle
CUST_01206,2020-05-31,medium,583,hoffmanmichele@example.net,(505)356-0391,NE,high
CUST_01207,2022-12-22,low,656,bguzman@example.org,448.553.9623x43150,VA,low
CUST_01208,2019-11-13,medium,494,vrojas@example.net,629.320.7539,OR,low
CUST_01209,2021-11-13,medium,495,zavalafrank@example.com,594-730-0345,WV,high
CUST_01210,2020-06-11,low,725,nicholas47@example.com,576-745-9318,AR,middle
CUST_01211,2020-10-25,medium,714,brian47@example.com,958.710.0457x000,NJ,middle
CUST_01212,2022-05-29,low,731,mannmary@example.net,852.678.6347x141,TX,middle
CUST_01213,2022-05-18,low,665,ggomez@example.com,(673)512-6056x06540,PA,middle
CUST_01214,2021-10-09,low,766,judith26@example.org,(736)747-1232x94994,RI,middle
CUST_01215,2021-05-23,low,801,stonemichael@example.com,(426)687-4549x2000,KY,middle
CUST_01216,2021-01-07,low,751,emilymiller@example.com,001-471-722-6782x8134,OH,middle
CUST_01217,2022-02-04,medium,622,delgadochristopher@example.com,+1-901-551-9649x4525,NC,middle
CUST_01218,2022-11-05,low,760,kimberly06@example.net,(510)944-7651x90876,ME,middle
CUST_01219,2020-07-21,low,786,hernandezcurtis@example.org,457-686-2006x4451,VA,low
CUST_01220,2020-11-11,low,791,jacobjimenez@example.org,895.429.5731x557,IL,middle
CUST_01221,2021-11-04,low,662,yhancock@example.net,001-432-243-9692x12680,ID,low
CUST_01222,2019-08-12,medium,567,jill19@example.org,333-943-5259,AZ,high
CUST_01223,2022-07-12,medium,634,reedwilliam@example.org,+1-763-602-0031,NM,high
CUST_01224,2019-11-01,medium,620,xacevedo@example.org,482.701.0700x8491,VA,high
CUST_01225,2021-09-05,medium,621,carolinemoore@example.org,(498)944-4254x93111,CO,low
CUST_01226,2022-03-10,low,805,crodriguez@example.org,(523)508-4330x60947,ME,middle
CUST_01227,2020-06-24,low,772,bgarrett@example.net,509-312-0035,AL,middle
CUST_01228,2022-09-17,medium,615,fitzgeraldthomas@example.net,(869)771-0003x79668,RI,middle
CUST_01229,2020-11-23,low,708,cindydixon@example.net,594.541.4065,MI,middle
CUST_01230,2021-01-01,medium,477,cody54@example.org,519.512.4886x17287,VA,middle
CUST_01231,2019-11-11,high,583,jlowe@example.com,274-735-7906,MT,middle
CUST_01232,2021-02-27,high,556,eatonjohn@example.com,551.907.7426x26725,NY,middle
CUST_01233,2019-02-15,medium,802,michael07@example.org,3817508579,WY,low
CUST_01234,2019-04-14,low,720,louisdean@example.com,7815510838,CT,high
CUST_01235,2022-10-22,low,760,galvanmatthew@example.net,708-667-4816,GA,high
CUST_01236,2019-04-11,low,772,clinenathan@example.org,765.300.8160x2421,CO,middle
CUST_01237,2019-01-23,medium,598,ronald15@example.com,+1-839-800-6456x1430,MN,high
CUST_01238,2022-11-11,high,549,rick99@example.org,001-629-981-4824,VT,low
CUST_01239,2022-10-02,low,683,lbenjamin@example.org,001-694-472-3210x96611,IN,high
CUST_01240,2022-05-03,medium,498,nicholasmoore@example.net,(476)904-0526,AK,high
CUST_01241,2022-10-11,medium,644,walterschristopher@example.net,(921)446-7400,NV,middle
CUST_01242,2021-12-23,medium,602,patriciaholden@example.net,(404)287-5065x2608,TN,middle
CUST_01243,2022-09-24,high,709,aguilarkevin@example.org,488.653.9705x6674,KY,high
CUST_01244,2019-07-07,low,716,mrocha@example.net,(972)328-8257x3009,HI,middle
CUST_01245,2021-09-01,low,723,ghart@example.org,558.462.5433x81771,ND,high
CUST_01246,2019-01-11,medium,502,alanharper@example.org,001-903-326-7682x5900,MS,high
CUST_01247,2020-02-16,low,762,hannahwilliams@example.org,9686477494,NH,high
CUST_01248,2019-12-22,low,800,tgregory@example.net,6903033697,UT,low
CUST_01249,2019-07-28,medium,687,watsonmelissa@example.com,361.647.4860x949,DE,middle
CUST_01250,2019-11-06,medium,614,josephgarcia@example.org,415-394-4146,LA,middle
CUST_01251,2021-01-11,high,515,vfitzgerald@example.net,214-382-4335x4099,SD,middle
CUST_01252,2022-07-14,low,810,fwise@example.org,+1-224-511-3028x07939,OR,middle
CUST_01253,2019-06-05,low,699,nathaniel43@example.org,328.422.2688x10020,NE,low
CUST_01254,2019-05-24,low,743,aguilarpatrick@example.net,6798811015,IN,middle
CUST_01255,2022-04-10,high,572,elizabethmoreno@example.org,269-388-1480x25589,CO,middle
CUST_01256,2022-11-20,medium,670,hernandezjessica@example.com,721-872-4991x105,HI,middle
CUST_01257,2019-05-13,medium,627,jerrymiller@example.com,(966)913-5580x905,ND,low
CUST_01258,2020-08-01,low,850,hwheeler@example.com,437-312-5439x55514,NM,middle
CUST_01259,2022-06-15,low,766,paguilar@example.com,+1-823-650-8016x1557,WY,high
CUST_01260,2019-11-10,high,551,gravescory@example.net,5295658902,AZ,high
CUST_01261,2019-01-30,low,728,clarkjohn@example.org,309-887-0213x780,NJ,middle
CUST_01262,2021-08-03,low,791,christopher22@example.org,001-695-508-4974x08800,SC,low
CUST_01263,2021-08-16,low,747,gorozco@example.com,(883)662-4535,MI,middle
CUST_01264,2019-11-15,low,775,tinasmith@example.org,+1-260-510-6485x1204,WA,high
CUST_01265,2020-09-16,low,703,katherine20@example.com,+1-912-637-1600,MO,middle
CUST_01266,2019-01-29,low,725,davidchristensen@example.com,374-465-1965x5420,RI,middle
CUST_01267,2019-08-04,medium,781,dunlapholly@example.net,737.619.1410x33419,VA,low
CUST_01268,2021-09-11,low,815,hernandezmichael@example.net,+1-308-965-6681x357,DE,middle
CUST_01269,2019-04-06,high,466,kathleen60@example.org,360.798.6148x610,AR,middle
CUST_01270,2020-03-02,medium,649,vazquezjames@example.net,931.706.5530x3781,KS,middle
CUST_01271,2022-11-02,low,704,gmartin@example.com,800.448.6157,ME,middle
CUST_01272,2019-06-22,medium,524,harriscarmen@example.net,360.577.0159x28452,GA,middle
CUST_01273,2022-01-08,medium,674,amybennett@example.net,3793213893,MI,middle
CUST_01274,2022-11-06,low,802,fcarter@example.net,926-399-0630x2427,MT,high
CUST_01275,2019-04-25,high,539,fblack@example.com,909.491.4752x6289,NH,high
CUST_01276,2019-05-02,low,724,harrisdenise@example.com,+1-726-866-5576,ME,high
CUST_01277,2021-05-03,high,657,robert04@example.net,+1-640-704-7879x7793,TN,middle
CUST_01278,2021-09-29,low,773,max09@example.org,858-500-2404x35226,OK,middle
CUST_01279,2022-09-14,medium,729,jgibson@example.com,+1-813-237-5807x27613,IA,middle
CUST_01280,2022-02-01,low,767,jasonwhite@example.org,+1-459-652-9512,NJ,low
CUST_01281,2019-07-29,low,682,david96@example.net,001-452-444-1920,CA,low
CUST_01282,2021-07-27,medium,660,lynnbecker@example.net,001-480-579-8699x73619,OH,middle
CUST_01283,2020-05-25,high,583,claireespinoza@example.net,(797)678-1684x15217,MI,middle
CUST_01284,2019-04-03,medium,629,lindsay13@example.com,7554556050,ME,middle
CUST_01285,2019-01-16,low,756,philip84@example.net,381-623-9439,CA,high
CUST_01286,2022-07-10,medium,640,jonesclaudia@example.net,(476)944-1127x244,CA,high
CUST_01287,2022-08-02,low,771,vsimpson@example.net,+1-927-672-0896x87415,LA,middle
CUST_01288,2020-10-03,medium,766,ksexton@example.org,983-552-3769,NY,low
CUST_01289,2020-05-15,low,711,cameron22@example.org,521-475-3342,MN,low
CUST_01290,2020-12-12,low,830,gregory65@example.com,487-813-0635,NH,middle
CUST_01291,2021-03-09,high,462,lori06@example.net,3616601657,TN,middle
CUST_01292,2020-03-13,low,795,romerokristen@example.com,918-328-3952,LA,middle
CUST_01293,2019-04-07,high,392,gilmoresharon@example.org,444.862.9038,RI,middle
CUST_01294,2019-03-30,low,682,chapmantiffany@example.net,418-999-2187x4363,CA,low
CUST_01295,2021-01-16,medium,680,adrian89@example.com,(468)391-7557,DE,middle
CUST_01296,2021-04-18,medium,702,feliciameza@example.org,352-599-7460x590,VA,high
CUST_01297,2021-05-09,high,448,fcline@example.com,3429135893,WV,high
CUST_01298,2021-12-19,medium,571,dgarza@example.net,222.344.3621,AL,high
CUST_01299,2022-12-16,low,814,milleralexandra@example.net,+1-686-660-7423,CO,middle
CUST_01300,2021-07-01,low,808,timothydean@example.org,521-346-2485x2207,FL,low
CUST_01301,2020-02-06,medium,648,colejoseph@example.net,708.473.1860x07894,OK,low
CUST_01302,2022-07-26,low,673,ncasey@example.org,916-709-9604,MD,low
CUST_01303,2022-06-30,medium,539,hclark@example.net,953-642-6877x35213,IA,middle
CUST_01304,2019-01-13,low,704,nsosa@example.com,319-490-8123x3350,NE,low
CUST_01305,2020-11-18,low,717,garrettjacob@example.org,(477)916-3710,AK,middle
CUST_01306,2021-12-14,low,791,cgraham@example.org,(475)436-9764,ND,low
CUST_01307,2022-09-19,low,786,justin58@example.net,+1-648-259-1695x30255,AR,middle
CUST_01308,2019-09-29,medium,714,brianyoung@example.com,242-451-9085,TN,middle
CUST_01309,2019-08-24,high,448,martinezkaren@example.org,687-631-0907x08995,WA,high
CUST_01310,2020-12-04,low,770,anthony27@example.org,(914)754-8881x2734,MT,low
CUST_01311,2020-09-17,low,775,wscott@example.com,(621)816-9666,NH,middle
CUST_01312,2021-06-02,high,588,amanda53@example.com,890.333.0611x03440,ME,middle
CUST_01313,2021-02-14,low,669,tracyguerra@example.net,547-799-8195,ME,low
CUST_01314,2022-02-08,low,821,juliabaird@example.com,(379)912-0124,MT,middle
CUST_01315,2022-09-18,low,742,stephanie96@example.net,(883)401-8561,ME,high
CUST_01316,2022-01-31,high,684,watkinssamantha@example.net,775-808-8266,LA,low
CUST_01317,2022-04-08,medium,574,andrewsmith@example.com,816-782-0675x427,SC,middle
CUST_01318,2022-05-10,low,695,yschwartz@example.com,(638)853-6372x6331,NY,middle
CUST_01319,2020-12-29,low,782,karen27@example.org,+1-204-342-8165,TX,middle
CUST_01320,2019-05-09,low,772,santosmark@example.com,891.724.0325x12558,MO,high
CUST_01321,2019-03-26,medium,763,iwilson@example.com,927.594.0903x2823,MN,high
CUST_01322,2022-02-28,low,781,dixonjoseph@example.com,630-214-6900,MT,middle
CUST_01323,2020-03-17,medium,521,kwatson@example.com,386.632.6613x361,SD,high
CUST_01324,2021-12-29,low,757,mark75@example.net,001-497-256-7790x3956,LA,middle
CUST_01325,2022-06-07,low,701,qrodriguez@example.org,001-304-748-7539x685,CT,middle
CUST_01326,2020-09-23,low,669,conniebailey@example.net,001-697-782-0361x14477,CT,high
CUST_01327,2022-11-07,high,652,michael44@example.org,293.859.8706,SC,middle
CUST_01328,2022-01-06,medium,621,williamsalexandra@example.net,001-545-356-0905x514,IL,high
CUST_01329,2019-11-22,low,804,diane24@example.com,+1-973-274-1946x83178,LA,middle
CUST_01330,2020-08-14,medium,640,sanchezandrea@example.com,670.591.3372,AZ,low
CUST_01331,2022-05-04,low,763,zoecarter@example.org,510-787-6587x42797,NY,low
CUST_01332,2020-11-24,low,800,carolynhenderson@example.net,+1-850-390-9539x9067,FL,high
CUST_01333,2022-07-28,low,797,perkinsjared@example.org,734-306-0213x5885,AK,middle
CUST_01334,2020-04-08,low,645,jodijones@example.org,+1-496-971-7948x4468,ID,middle
CUST_01335,2022-03-12,low,700,djuarez@example.org,260.764.5755,WI,middle
CUST_01336,2020-01-18,high,569,jamesmendez@example.com,554-754-0798x37887,NM,low
CUST_01337,2019-11-22,low,783,tdrake@example.org,931-956-2899,MD,high
CUST_01338,2021-11-27,medium,617,tmolina@example.org,+1-205-384-6153x5474,DE,low
CUST_01339,2021-01-07,low,843,stouttara@example.net,(264)679-0455,ND,middle
CUST_01340,2022-06-13,low,776,ewilliams@example.net,297-369-6306x5695,SD,high
CUST_01341,2020-09-17,medium,644,bnelson@example.com,732-788-7725x88203,WV,middle
CUST_01342,2022-07-28,medium,758,willie65@example.net,001-972-473-0499x452,CA,high
CUST_01343,2021-09-06,low,748,fergusonterri@example.net,271.678.6504x227,SC,low
CUST_01344,2020-07-09,low,734,ylane@example.net,(815)490-4135,NE,low
CUST_01345,2022-11-22,low,733,coopermelissa@example.com,001-674-561-2471x7709,FL,low
CUST_01346,2020-12-05,low,732,dwilliams@example.net,738-783-6700x8763,KY,middle
CUST_01347,2022-07-20,medium,726,peggypope@example.net,(974)681-9241,UT,low
CUST_01348,2021-07-05,low,821,shawkaren@example.com,7035197830,PA,middle
CUST_01349,2020-03-13,low,743,rrose@example.net,372.950.9973,NM,middle
CUST_01350,2021-06-01,high,446,david62@example.com,269.533.8919x3625,HI,low
CUST_01351,2022-01-07,low,820,tammy35@example.com,759-257-7748,ID,middle
CUST_01352,2021-12-13,low,664,chloe00@example.com,(660)641-2819x3802,MN,high
CUST_01353,2020-03-19,low,737,yherring@example.org,(563)404-6115,GA,middle
CUST_01354,2019-01-24,high,500,ashleysutton@example.com,+1-762-613-1147x531,IN,middle
CUST_01355,2020-05-24,low,721,davidkelly@example.com,7037648941,CO,high
CUST_01356,2020-05-20,medium,630,phillipsthomas@example.com,+1-485-908-1144x15683,OH,low
CUST_01357,2019-07-27,high,547,lewismatthew@example.net,4188090936,AL,middle
CUST_01358,2021-01-14,low,761,maria85@example.com,(662)930-9222,NY,middle
CUST_01359,2020-02-25,medium,734,jeremypaul@example.com,001-467-263-2144x52065,NJ,middle
CUST_01360,2021-10-24,medium,550,williamgamble@example.net,372.847.3631x579,WY,middle
CUST_01361,2021-09-17,low,715,bradley99@example.net,+1-438-584-0855x349,CT,middle
CUST_01362,2019-04-20,medium,594,bowerselizabeth@example.org,+1-418-460-8624x7520,IL,middle
CUST_01363,2020-02-18,medium,780,wilsonsergio@example.net,350.810.8801x599,MO,middle
CUST_01364,2022-03-29,low,835,barbermichael@example.org,+1-806-210-0256x0921,KS,middle
CUST_01365,2020-09-11,low,734,odavis@example.net,+1-637-402-4492x095,LA,middle
CUST_01366,2020-10-21,low,761,tyronesmith@example.org,489-203-5344,VA,middle
CUST_01367,2022-12-26,medium,557,margaret08@example.com,347.769.6893x90145,LA,middle
CUST_01368,2019-10-22,low,658,blacksarah@example.com,001-204-721-6824x79470,HI,middle
CUST_01369,2021-02-13,low,850,kmontgomery@example.org,512-664-3147,PA,middle
CUST_01370,2021-09-12,low,711,jjohnson@example.org,812.652.4849,WI,low
CUST_01371,2022-07-05,medium,630,michaelmack@example.org,+1-533-490-2406x93637,DE,high
CUST_01372,2021-12-19,low,744,michelle28@example.net,+1-997-695-1161,MT,high
CUST_01373,2020-01-05,medium,597,clarkaaron@example.org,511.344.2566,VT,middle
